annata,fascicolo,nome_in_copertina,anno_copertina,tipo_copertina,dimensioni,copertina,layout,pagine_totali,pagine_comprese_copertine,mese_aggiornamento,note,copertina_immagine,in_raccolta,esistenza
87/88,Firenze,Firenze 87,87,Copertina 87 edifici,246 x 280 mm,grossa,TuttoCittà '80 edifici,80,,febbraio 1987,,FI87.jpg,True,accertata
87/88,Provincia di Firenze,Provincia di Firenze 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
87/88,Arezzo - Siena,Arezzo - Siena 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
87/88,Grosseto,Grosseto 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
87/88,Livorno - Pisa,Livorno - Pisa 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,aprile 1987,,LIPI87.jpg,True,accertata
87/88,Lucca - Massa - Carrara,Lucca - Massa - Carrara 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
87/88,Pistoia,Pistoia 87,87,Copertina 87 verde,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
88/89,Firenze,Firenze 88,88,Copertina 88 edifici,246 x 280 mm,grossa,TuttoCittà '80 edifici,80,,febbraio 1988,,FI88.jpg,True,accertata
88/89,Provincia di Firenze,Provincia di Firenze 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,febbraio 1988,,PROVFI88.jpg,True,accertata
88/89,Arezzo - Siena,Arezzo - Siena 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1988,,ARSI88.jpg,True,accertata
88/89,Grosseto,Grosseto 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,16,17,aprile 1988,,GR88.jpg,True,accertata
88/89,Livorno,Livorno 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,,,,,Ricercato1.jpg,False,accertata
88/89,Pisa,Pisa 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,16,,aprile 1988,,PI88.jpg,True,accertata
88/89,Lucca - Massa - Carrara,Lucca - Massa - Carrara 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1988,,LUMS88.jpg,True,accertata
88/89,Pistoia,Pistoia 88,88,Copertina 88 rossa,246 x 280 mm,grossa,TuttoCittà '80 classico,16,,aprile 1988,,PT88.jpg,True,accertata
89/90,Firenze,Firenze 89,89,Copertina 89 edifici,246 x 280 mm,grossa,TuttoCittà '80 edifici,80,,febbraio 1989,,FI89.jpg,True,accertata
89/90,Provincia di Firenze,Provincia di Firenze 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,40,,febbraio 1989,,PROVFI89.jpg,True,accertata
89/90,Arezzo - Siena,Arezzo - Siena 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1989,,ARSI89.jpg,True,accertata
89/90,Grosseto,Grosseto 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,16,17,aprile 1989,,GR89.jpg,True,accertata
89/90,Livorno,Livorno 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,24,,aprile 1989,,LI89.jpg,True,accertata
89/90,Pisa,Pisa 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,16,,aprile 1989,,PI89.jpg,True,accertata
89/90,Lucca - Massa - Carrara,Lucca - Massa - Carrara 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,32,,aprile 1989,,LUMS89.jpg,True,accertata
89/90,Pistoia,Pistoia 89,89,Copertina 89 azzurra,246 x 280 mm,grossa,TuttoCittà '80 classico,16,,aprile 1989,,PT89.jpg,True,accertata
90/91,Firenze e dintorni,Firenze e dintorni 90/91,90/91,Copertina 90/91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,72,,febbraio 1990,nota dell'editore,FI9091.jpg,True,accertata
90/91,Provincia di Firenze,Provincia di Firenze 90/91,90/91,Copertina 90/91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,40,,febbraio 1990,nota dell'editore,PROVFI9091.jpg,True,accertata
