annata,fascicolo,provincia,citta,indicizzata
90/91,Pordenone,Pordenone,San Vito al Tagliamento,sì
90/91,Pordenone,Pordenone,Spilimbergo,sì
90/91,Udine,Udine,UDINE,sì
90/91,Udine,Udine,Cervignano del Friuli,sì
90/91,Udine,Udine,Cividale del Friuli,sì
90/91,Udine,Gorizia,Grado,sì
90/91,Udine,Udine,Lignano Sabbiadoro,sì
90/91,Udine,Udine,Manzano,sì
90/91,Udine,Udine,Palmanova,sì
90/91,Udine,Udine,San Daniele del Friuli,sì
90/91,Udine,Udine,Tolmezzo,sì
91/92,Gorizia - Trieste,Gorizia,GORIZIA,sì
91/92,Gorizia - Trieste,Gorizia,Monfalcone,sì
91/92,Gorizia - Trieste,Trieste,TRIESTE,sì
91/92,Pordenone,Pordenone,PORDENONE,sì
91/92,Pordenone,Pordenone,Maniago,sì
91/92,Pordenone,Pordenone,Sacile,sì
91/92,Pordenone,Pordenone,Spilimbergo,sì
91/92,Udine,Udine,UDINE,sì
91/92,Udine,Udine,Cervignano del Friuli,sì
91/92,Udine,Udine,Cividale del Friuli,sì
91/92,Udine,Udine,Codroipo,sì
91/92,Udine,Gorizia,Grado,sì
91/92,Udine,Udine,Lignano Sabbiadoro,sì
91/92,Udine,Udine,Manzano,sì
91/92,Udine,Udine,Palmanova,sì
91/92,Udine,Udine,San Daniele del Friuli,sì
91/92,Udine,Udine,Tolmezzo,sì
92/93,Gorizia - Trieste,Gorizia,GORIZIA,sì
92/93,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
92/93,Gorizia - Trieste,Gorizia,Monfalcone,sì
92/93,Gorizia - Trieste,Trieste,TRIESTE,sì
92/93,Udine,Udine,UDINE,sì
92/93,Udine,Udine,Cervignano del Friuli,sì
92/93,Udine,Udine,Cividale del Friuli,sì
92/93,Udine,Udine,Codroipo,sì
92/93,Udine,Udine,Gemona del Friuli,sì
92/93,Udine,Gorizia,Grado,sì
92/93,Udine,Udine,Lignano Sabbiadoro,sì
92/93,Udine,Udine,Manzano,sì
92/93,Udine,Udine,Palmanova,sì
92/93,Udine,Udine,San Daniele del Friuli,sì
92/93,Udine,Udine,Tolmezzo,sì
93/94,Gorizia - Trieste,Gorizia,GORIZIA,sì
93/94,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
93/94,Gorizia - Trieste,Gorizia,Monfalcone,sì
93/94,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
93/94,Gorizia - Trieste,Trieste,TRIESTE,sì
93/94,Gorizia - Trieste,Trieste,Muggia,sì
93/94,Pordenone,Pordenone,PORDENONE,sì
93/94,Pordenone,Pordenone,Maniago,sì
93/94,Pordenone,Pordenone,Sacile,sì
93/94,Pordenone,Pordenone,Spilimbergo,sì
93/94,Udine,Udine,UDINE,sì
93/94,Udine,Udine,Cervignano del Friuli,sì
93/94,Udine,Udine,Cividale del Friuli,sì
93/94,Udine,Udine,Codroipo,sì
93/94,Udine,Udine,Gemona del Friuli,sì
93/94,Udine,Gorizia,Grado,sì
93/94,Udine,Udine,Lignano Sabbiadoro,sì
93/94,Udine,Udine,Manzano,sì
93/94,Udine,Udine,Palmanova,sì
93/94,Udine,Udine,San Daniele del Friuli,sì
93/94,Udine,Udine,Tolmezzo,sì
94/95,Gorizia - Trieste,Gorizia,GORIZIA,sì
94/95,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
94/95,Gorizia - Trieste,Gorizia,Monfalcone,sì
94/95,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
94/95,Gorizia - Trieste,Trieste,TRIESTE,sì
94/95,Gorizia - Trieste,Trieste,Muggia,sì
94/95,Udine,Udine,UDINE,sì
94/95,Udine,Udine,Cervignano del Friuli,sì
94/95,Udine,Udine,Cividale del Friuli,sì
94/95,Udine,Udine,Codroipo,sì
94/95,Udine,Udine,Gemona del Friuli,sì
94/95,Udine,Gorizia,Grado,sì
94/95,Udine,Udine,Lignano Sabbiadoro,sì
94/95,Udine,Udine,Manzano,sì
94/95,Udine,Udine,Palmanova,sì
94/95,Udine,Udine,San Daniele del Friuli,sì
94/95,Udine,Udine,Tolmezzo,sì
94/95,Udine,Udine,Tricesimo,sì
95/96,Gorizia - Trieste,Gorizia,GORIZIA,sì
95/96,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
95/96,Gorizia - Trieste,Gorizia,Monfalcone,sì
95/96,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
95/96,Gorizia - Trieste,Trieste,TRIESTE,sì
95/96,Gorizia - Trieste,Trieste,Muggia,sì
95/96,Pordenone,Pordenone,PORDENONE,sì
95/96,Pordenone,Pordenone,Cordenons,sì
95/96,Pordenone,Pordenone,Maniago,sì
95/96,Pordenone,Pordenone,Sacile,sì
95/96,Pordenone,Pordenone,Spilimbergo,sì
95/96,Pordenone,Pordenone,San Vito al Tagliamento,no
95/96,Udine,Udine,UDINE,sì
95/96,Udine,Udine,Cervignano del Friuli,sì
95/96,Udine,Udine,Cividale del Friuli,sì
95/96,Udine,Udine,Codroipo,sì
95/96,Udine,Udine,Gemona del Friuli,sì
95/96,Udine,Gorizia,Grado,sì
95/96,Udine,Udine,Latisana,sì
95/96,Udine,Udine,Lignano Sabbiadoro,sì
95/96,Udine,Udine,Manzano,sì
95/96,Udine,Udine,Palmanova,sì
95/96,Udine,Udine,San Daniele del Friuli,sì
95/96,Udine,Udine,Tolmezzo,sì
95/96,Udine,Udine,Tricesimo,sì
96/97,Gorizia - Trieste,Gorizia,GORIZIA,sì
96/97,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
96/97,Gorizia - Trieste,Gorizia,Monfalcone,sì
96/97,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
96/97,Gorizia - Trieste,Trieste,TRIESTE,sì
96/97,Gorizia - Trieste,Trieste,Muggia,sì
97/98,Gorizia - Trieste,Gorizia,GORIZIA,sì
97/98,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
97/98,Gorizia - Trieste,Gorizia,Monfalcone,sì
97/98,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
97/98,Gorizia - Trieste,Trieste,TRIESTE,sì
97/98,Gorizia - Trieste,Trieste,Muggia,sì
97/98,Udine,Udine,UDINE,sì
97/98,Udine,Udine,Buja,sì
97/98,Udine,Udine,Cervignano del Friuli,sì
97/98,Udine,Udine,Cividale del Friuli,sì
97/98,Udine,Udine,Codroipo,sì
97/98,Udine,Udine,Gemona del Friuli,sì
97/98,Udine,Gorizia,Grado,sì
97/98,Udine,Udine,Latisana,sì
97/98,Udine,Udine,Lignano Sabbiadoro,sì
97/98,Udine,Udine,Manzano,sì
97/98,Udine,Udine,Palmanova,sì
97/98,Udine,Udine,San Daniele del Friuli,sì
97/98,Udine,Udine,Tolmezzo,sì
97/98,Udine,Udine,Tricesimo,sì
98/99,Gorizia - Trieste,Gorizia,GORIZIA,sì
98/99,Gorizia - Trieste,Gorizia,Cormons,sì
98/99,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
98/99,Gorizia - Trieste,Gorizia,Monfalcone,sì
98/99,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
98/99,Gorizia - Trieste,Trieste,TRIESTE,sì
98/99,Gorizia - Trieste,Trieste,Muggia,sì
99/00,Gorizia - Trieste,Gorizia,GORIZIA,sì
99/00,Gorizia - Trieste,Gorizia,Cormons,sì
99/00,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
99/00,Gorizia - Trieste,Gorizia,Monfalcone,sì
99/00,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
99/00,Gorizia - Trieste,Trieste,TRIESTE,sì
99/00,Gorizia - Trieste,Trieste,Muggia,sì
99/00,Udine,Udine,UDINE,sì
99/00,Udine,Udine,Buja,sì
99/00,Udine,Udine,Cervignano del Friuli,sì
99/00,Udine,Udine,Cividale del Friuli,sì
99/00,Udine,Udine,Codroipo,sì
