annata,fascicolo,nome_in_copertina,anno_copertina,tipo_copertina,dimensioni,copertina,layout,pagine_totali,mese_aggiornamento,note,copertina_immagine,in_raccolta,esistenza
89/90,Lecce,Lecce 90,90,Copertina 1990 blu,246 x 280 mm,grossa,TuttoCittà '80 classico,32,novembre 1989,nota dell'editore,LE90.jpg,True,accertata
89/90,Foggia,Foggia 90,90,Copertina 1990 blu,246 x 280 mm,grossa,TuttoCittà '80 classico,24,novembre 1989,nota dell'editore,FG90.jpg,True,accertata
89/90,Taranto,Taranto 90,90,Copertina 1990 blu,246 x 280 mm,grossa,TuttoCittà '80 classico,24,novembre 1989,nota dell'editore,TA90.jpg,True,accertata
90/91,Bari,Bari 91,91,Copertina 91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,72,dicembre 1990,,BA91.jpg,True,accertata
90/91,Brindisi,Brindisi 91,91,Copertina 91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,24,novembre 1990,,BR91.jpg,True,accertata
90/91,Lecce,Lecce 91,91,Copertina 91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,40,novembre 1990,,LE91.jpg,True,accertata
90/91,Foggia,Foggia 91,91,Copertina 91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,,,,Ricercato1.jpg,False,accertata
90/91,Taranto,Taranto 91,91,Copertina 91 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,32,dicembre 1990,,TA91.jpg,True,accertata
91/92,Bari,Bari 92,92,Copertina 92 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,72,novembre 1991,,BA92.jpg,True,accertata
91/92,Brindisi,Brindisi 92,92,Copertina 92 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,24,novembre 1991,,BR92.jpg,True,accertata
91/92,Lecce,Lecce 92,92,Copertina 92 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,40,novembre 1991,,LE92.jpg,True,accertata
91/92,Foggia,Foggia 92,92,Copertina 92 blu,246 x 280 mm,grossa,TuttoCittà '90 classico iniziale,32,novembre 1991,,FG92.jpg,True,accertata
