annata,fascicolo,provincia,citta,indicizzata
91/92,Provincia di Roma,Roma,Civitavecchia,sì
91/92,Provincia di Roma,Roma,Colleferro,sì
91/92,Provincia di Roma,Roma,Frascati,sì
91/92,Provincia di Roma,Roma,Genzano di Roma,sì
91/92,Provincia di Roma,Roma,Guidonia Montecelio,sì
91/92,Provincia di Roma,Roma,Marino,sì
91/92,Provincia di Roma,Roma,Monterotondo,sì
91/92,Provincia di Roma,Roma,Nettuno,sì
91/92,Provincia di Roma,Roma,Palestrina,sì
91/92,Provincia di Roma,Roma,Pomezia,sì
91/92,Provincia di Roma,Viterbo,Tarquinia,sì
91/92,Provincia di Roma,Roma,Tivoli,sì
91/92,Provincia di Roma,Roma,Velletri,sì
91/92,Frosinone,Frosinone,Frosinone,sì
91/92,Frosinone,Frosinone,Cassino,sì
91/92,Frosinone,Frosinone,Fiuggi,sì
91/92,Latina,Latina,Latina,sì
91/92,Latina,Latina,Fondi,sì
91/92,Latina,Latina,Formia,sì
91/92,Latina,Latina,Gaeta,sì
91/92,Latina,Latina,Terracina,sì
91/92,Rieti - Viterbo,Rieti,Rieti,sì
91/92,Rieti - Viterbo,Viterbo,Viterbo,sì
92/93,Roma,Roma,Roma,sì
92/93,Provincia di Roma,Roma,Albano Laziale,sì
92/93,Provincia di Roma,Roma,Anzio,sì
92/93,Provincia di Roma,Latina,Aprilia,sì
92/93,Provincia di Roma,Latina,Cisterna di Latina,sì
92/93,Provincia di Roma,Roma,Civitavecchia,sì
92/93,Provincia di Roma,Roma,Colleferro,sì
92/93,Provincia di Roma,Roma,Frascati,sì
92/93,Provincia di Roma,Roma,Genzano di Roma,sì
92/93,Provincia di Roma,Roma,Grottaferrata,sì
92/93,Provincia di Roma,Roma,Guidonia Montecelio,sì
92/93,Provincia di Roma,Roma,Marino,sì
92/93,Provincia di Roma,Roma,Monterotondo,sì
92/93,Provincia di Roma,Roma,Nettuno,sì
92/93,Provincia di Roma,Roma,Palestrina,sì
92/93,Provincia di Roma,Roma,Pomezia,sì
92/93,Provincia di Roma,Viterbo,Tarquinia,sì
92/93,Provincia di Roma,Roma,Tivoli,sì
92/93,Provincia di Roma,Roma,Velletri,sì
92/93,Frosinone,Frosinone,Frosinone,sì
92/93,Frosinone,Frosinone,Cassino,sì
92/93,Frosinone,Frosinone,Fiuggi,sì
92/93,Latina,Latina,Latina,sì
92/93,Latina,Latina,Fondi,sì
92/93,Latina,Latina,Formia,sì
92/93,Latina,Latina,Gaeta,sì
92/93,Latina,Latina,Terracina,sì
92/93,Rieti - Viterbo,Rieti,Rieti,sì
92/93,Rieti - Viterbo,Viterbo,Viterbo,sì
93/94,Roma,Roma,Roma,sì
93/94,Provincia di Roma,Roma,Albano Laziale,sì
93/94,Provincia di Roma,Roma,Anzio,sì
93/94,Provincia di Roma,Latina,Aprilia,sì
93/94,Provincia di Roma,Latina,Cisterna di Latina,sì
93/94,Provincia di Roma,Roma,Civitavecchia,sì
93/94,Provincia di Roma,Roma,Colleferro,sì
93/94,Provincia di Roma,Roma,Frascati,sì
93/94,Provincia di Roma,Roma,Genzano di Roma,sì
93/94,Provincia di Roma,Roma,Grottaferrata,sì
93/94,Provincia di Roma,Roma,Guidonia Montecelio,sì
93/94,Provincia di Roma,Roma,Marino,sì
93/94,Provincia di Roma,Roma,Monterotondo,sì
93/94,Provincia di Roma,Roma,Nettuno,sì
93/94,Provincia di Roma,Roma,Palestrina,sì
93/94,Provincia di Roma,Roma,Pomezia,sì
93/94,Provincia di Roma,Viterbo,Tarquinia,sì
93/94,Provincia di Roma,Roma,Tivoli,sì
93/94,Provincia di Roma,Roma,Velletri,sì
93/94,Rieti - Viterbo,Rieti,Rieti,sì
93/94,Rieti - Viterbo,Viterbo,Viterbo,sì
93/94,Rieti - Viterbo,Viterbo,Civita Castellana,sì
93/94,Frosinone,Frosinone,Frosinone,sì
93/94,Frosinone,Frosinone,Cassino,sì
93/94,Frosinone,Frosinone,Fiuggi,sì
93/94,Latina,Latina,Latina,sì
93/94,Latina,Latina,Fondi,sì
93/94,Latina,Latina,Formia,sì
93/94,Latina,Latina,Gaeta,sì
93/94,Latina,Latina,Terracina,sì
94/95,Roma,Roma,Roma,sì
94/95,Roma,Roma,Fiumicino,sì
94/95,Roma,Roma,Fregene,sì
94/95,Roma,Roma,Ciampino,sì
94/95,Provincia di Roma,Roma,Albano Laziale,sì
94/95,Provincia di Roma,Roma,Anzio,sì
94/95,Provincia di Roma,Latina,Aprilia,sì
94/95,Provincia di Roma,Roma,Ariccia,sì
94/95,Provincia di Roma,Latina,Cisterna di Latina,sì
94/95,Provincia di Roma,Roma,Civitavecchia,sì
94/95,Provincia di Roma,Roma,Colleferro,sì
94/95,Provincia di Roma,Roma,Frascati,sì
94/95,Provincia di Roma,Roma,Genzano di Roma,sì
