annata,fascicolo,provincia,citta,indicizzata
88/89,Enna - Ragusa - Siracusa,Siracusa,Siracusa,sì
88/89,Trapani,Trapani,Trapani,sì
88/89,Trapani,Trapani,Marsala,no
89/90,Messina,Messina,Messina,sì
89/90,Messina,Messina,Barcellona Pozzo di Gotto,sì
89/90,Messina,Messina,Milazzo,sì
89/90,Messina,Messina,Taormina,sì
89/90,Messina,Messina,Caprileone,no
89/90,Palermo,Palermo,Palermo,sì
89/90,Palermo,Palermo,Bagheria,sì
89/90,Palermo,Palermo,Cefalù,sì
89/90,Palermo,Palermo,Termini Imerese,sì
89/90,Agrigento,Agrigento,Agrigento,sì
89/90,Agrigento,Agrigento,Canicattì,no
89/90,Agrigento,Agrigento,Licata,no
89/90,Agrigento,Agrigento,Ribera,no
89/90,Agrigento,Agrigento,Sciacca,no
89/90,Caltanissetta - Enna,Caltanissetta,Caltanissetta,sì
89/90,Caltanissetta - Enna,Enna,Enna,sì
89/90,Catania,Catania,Catania,sì
89/90,Catania,Catania,Acireale,sì
89/90,Catania,Catania,Giarre,sì
89/90,Catania,Catania,Misterbianco,no
89/90,Catania,Catania,Paternò,no
89/90,Ragusa - Siracusa,Ragusa,Ragusa,sì
89/90,Ragusa - Siracusa,Siracusa,Siracusa,sì
89/90,Trapani,Trapani,Trapani,sì
89/90,Trapani,Trapani,Marsala,no
90/91,Messina,Messina,Messina,sì
90/91,Messina,Messina,Barcellona Pozzo di Gotto,sì
90/91,Messina,Messina,Capo d'Orlando,sì
90/91,Messina,Messina,Milazzo,sì
90/91,Messina,Messina,Taormina,sì
90/91,Palermo,Palermo,Palermo,sì
90/91,Palermo,Palermo,Bagheria,sì
90/91,Palermo,Palermo,Cefalù,sì
90/91,Palermo,Palermo,Termini Imerese,sì
90/91,Agrigento,Agrigento,Agrigento,sì
90/91,Agrigento,Agrigento,Canicattì,sì
90/91,Agrigento,Agrigento,Licata,sì
90/91,Agrigento,Agrigento,Ribera,sì
90/91,Agrigento,Agrigento,Sciacca,sì
90/91,Caltanissetta - Enna,Caltanissetta,Caltanissetta,sì
90/91,Caltanissetta - Enna,Enna,Enna,sì
90/91,Caltanissetta - Enna,Enna,Piazza Armerina,sì
90/91,Catania,Catania,Catania,sì
90/91,Catania,Catania,Acireale,sì
90/91,Catania,Catania,Giarre,sì
90/91,Catania,Catania,Misterbianco,sì
90/91,Catania,Catania,Paternò,sì
90/91,Ragusa - Siracusa,Ragusa,Ragusa,sì
90/91,Ragusa - Siracusa,Siracusa,Siracusa,sì
90/91,Trapani,Trapani,Trapani,sì
90/91,Trapani,Trapani,Castelvetrano,sì
90/91,Trapani,Trapani,Marsala,sì
90/91,Trapani,Trapani,Mazara del Vallo,sì
91/92,Messina,Messina,Messina,sì
91/92,Messina,Messina,Barcellona Pozzo di Gotto,sì
91/92,Messina,Messina,Capo d'Orlando,sì
91/92,Messina,Messina,Milazzo,sì
91/92,Messina,Messina,Sant'Agata di Militello,sì
91/92,Messina,Messina,Taormina,sì
91/92,Palermo,Palermo,Palermo,sì
91/92,Palermo,Palermo,Bagheria,sì
91/92,Palermo,Palermo,Cefalù,sì
91/92,Palermo,Palermo,Termini Imerese,sì
91/92,Agrigento,Agrigento,Agrigento,sì
91/92,Agrigento,Agrigento,Canicattì,sì
91/92,Agrigento,Agrigento,Licata,sì
91/92,Agrigento,Agrigento,Ribera,sì
91/92,Agrigento,Agrigento,Sciacca,sì
91/92,Caltanissetta - Enna,Caltanissetta,Caltanissetta,sì
91/92,Caltanissetta - Enna,Caltanissetta,Niscemi,sì
91/92,Caltanissetta - Enna,Enna,Enna,sì
91/92,Caltanissetta - Enna,Enna,Piazza Armerina,sì
91/92,Catania,Catania,Catania,sì
91/92,Catania,Catania,Acireale,sì
91/92,Catania,Catania,Giarre,sì
91/92,Catania,Catania,Misterbianco,sì
91/92,Catania,Catania,Paternò,sì
91/92,Ragusa - Siracusa,Ragusa,Ragusa,sì
91/92,Ragusa - Siracusa,Siracusa,Siracusa,sì
91/92,Trapani,Trapani,Trapani,sì
91/92,Trapani,Trapani,Alcamo,sì
91/92,Trapani,Trapani,Castelvetrano,sì
91/92,Trapani,Trapani,Marsala,sì
91/92,Trapani,Trapani,Mazara del Vallo,sì
92/93,Messina,Messina,Messina,sì
92/93,Messina,Messina,Barcellona Pozzo di Gotto,sì
92/93,Messina,Messina,Capo d'Orlando,sì
92/93,Messina,Messina,Giardini Naxos,sì
92/93,Messina,Messina,Milazzo,sì
92/93,Messina,Messina,Sant'Agata di Militello,sì
92/93,Messina,Messina,Taormina,sì
92/93,Palermo,Palermo,Palermo,sì
92/93,Palermo,Palermo,Bagheria,sì
92/93,Palermo,Palermo,Cefalù,sì
92/93,Palermo,Palermo,Monreale,sì
92/93,Palermo,Palermo,Termini Imerese,sì
